hour,day_shift,week_day,weekend,ESCRITORIO_AR_CONDICIONADO-006,ESCRITORIO_SENSOR_PRESENCA-007,ESCRITORIO_LAMPADA-005,mode,switch,temp_set,mode_Y,switch_Y,temp_set_Y
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
18,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
19,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
20,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
21,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
22,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
23,3,1,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
0,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
1,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
2,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
3,0,2,0,AUTO,OFF,OFF,AUTO,OFF,26.0,AUTO,OFF,26.0
